SLANG_TERM	ANNOTATOR_CONFIDENCE	MOVIE_ID	SENT_ID	REGION	YEAR	DEFINITION_SENTENCE	DEFINITION_SOURCE_URL	LITERAL_PARAPHRASE_OF_SLANG
hole	1	6377252	552	US	2009			
ray of sunshine	1	3562517	328	US	2009			
bro	1	6377252	224	US	2009			
this mess	1	6377252	950	US	2009			
soldier boy	2	6377252	190	US	2009			
hit	1	4953583	136	US	2013			
tenpin	2	3562517	1005	US	2009			
rolling over in his grave	1	3562517	381	US	2009			
touch down	1	4953583	878	US	2013			
swing it	1	3562517	1066	US	2009			
check	1	4953583	331	US	2013			
big croud	1	4953583	8	US	2013			
to be met	1	4953583	833	US	2013			
stay	1	3546395	151	US	2009			
note	1	3546395	947	US	2009			
damn	1	3372842	1103	US	2000			
birds	2	3372842	888	US	2000			
stinks	1	3372842	428	US	2000			
running	1	3546395	676	US	2009			
kid	1	3372842	1431	US	2000			
by crack	1	145382	791	US	2000			
black tie worthy cause	1	145382	242	US	2000			
fucked	1	4109374	2115	US	2010			
fuck	1	4109374	1749	US	2010			
bullshit	1	145382	135	US	2000			
scrip	2	4109374	1722	US	2010			
had enough	1	4109374	1732	US	2010			
jammies	3	145382	777	US	2000			
toys	1	3279503	111	US	2008			
screwed up	1	135737	1569	US	2000			
taking cover	1	3279503	830	US	2008			
ain't	3	135737	1056	US	2000			
things	1	3279503	159	US	2008			
out of your minds	2	135737	756	US	2000			
gimp	2	135737	218	US	2000	a derrogatory term for someone that is disabled or has a medicial problem that results in physical impairment.	https://www.urbandictionary.com/define.php?term=gimp	courage
hell	1	135737	1860	US	2000			
wanna	1	6185084	553	US	2015			
rip	1	6185084	683	US	2015			
talk dirty	1	6185084	2112	US	2015			
crown	1	6185084	2027	US	2015			
kid	1	4218973	368	US	2011			
bitchir	1	4574956	930	US	2011			
gonna	1	4218973	50	US	2011			
underground railroad	1	4574956	660	US	2011			
get laid	2	4218973	473	US	2011			
wiffle	1	4574956	1321	US	2011			
second	1	4218973	679	US	2011			
fuckir	1	4574956	1202	US	2011			
stingers	1	186160	23	US	2004			
fuck	1	4574956	1012	US	2011			
trippir ass	1	4574956	20	US	2011			
187'd	2	4574956	316	US	2011	section 187 of the california penal code defines the crime of murder.		murder
wrong	1	186160	154	US	2004			
choice	1	4574956	149	US	2011			
bitch	1	4574956	1256	US	2011			
double back handspring	1	186160	1315	US	2004			
schwinger	2	186160	303	US	2004	women who induce male erections that are generally hard to get or if you get them you would want to marry.	https://www.urbandictionary.com/define.php?term=Schwinger	erections
prat	1	3807079	709	UK	2005			
bitch	1	3807079	86	UK	2005			
ok	1	4938516	988	UK	2009			
wanna	2	4030209	268	UK	2003	wish to		want to
bird	1	4030209	859	UK	2003			
them	1	4030209	1011	UK	2003			
fuck's	1	4629499	674	UK	2012			
shit	1	4629499	543	UK	2012			
fucked	2	4938516	997	UK	2009	had sex		slept
fuck	1	4629499	903	UK	2012			
gotta	1	4030209	872	UK	2003			
fucking	1	4629499	1219	UK	2012			
yeah	1	6910409	850	UK	2014			
mate	1	4629499	726	UK	2012			
mummies	1	7039857	602	UK	2016			
eh	1	4629499	1291	UK	2012			
uh	1	6910409	669	UK	2014			
fucking	2	4629499	260	UK	2012			
ok	1	4629499	862	UK	2012			
gonna	1	4629499	973	UK	2012			
piss	2	4629499	306	UK	2012	urine		cake
y'know	2	5151994	612	UK	2008			
pervy	2	7039857	1060	UK	2016	sexually deviant		weird
wanna	2	5151994	311	UK	2008	desire to		want to
fucking	2	5151994	222	UK	2008			
okay	1	4398890	650	UK	2011			
gonna	1	5814259	325	UK	2014			
neds	3	5814259	717	UK	2014	stupid, coarse people without education		idiots
fucking hell	2	5151994	543	UK	2008	an exclamation of annoyance or distress, considered offensive		oh dear
gonna	2	5814259	218	UK	2014	i intend to		going to
intel	1	4398890	324	UK	2011			
bloody	1	5814259	87	UK	2014			
mate	2	5151994	714	UK	2008	friend		friend
ah	1	4398890	81	UK	2011			
hicock	1	4177060	264	UK	2009			
kip	2	4398890	371	UK	2011	sleep, short sleep		sleep
fucking	1	4177060	853	UK	2009			
fuck away	1	4398890	158	UK	2011			
fucking	2	4177060	367	UK	2009			
bastard	2	4398890	448	UK	2011			
sig	1	4177060	518	UK	2009			
chatting	1	4177060	608	UK	2009			
ok	1	4177060	523	UK	2009			
eh	1	5681039	1398	UK	2004			
fucking	1	4177060	455	UK	2009			
pissed	1	4177060	385	UK	2009			
get in	1	5681039	1124	UK	2004			
brother	1	4177060	461	UK	2009			
gonna	2	4204063	612	UK	2009			
mam	1	5681039	737	UK	2004			
shit	1	4204063	339	UK	2009			
peaces	1	4204063	738	UK	2009			
mate	1	4204063	1286	UK	2009			
fucking cunt	1	4987950	981	UK	2011			
jaffa	2	4987950	193	UK	2011			
bartering the fuck	1	4987950	727	UK	2011			
fucking	3	4987950	625	UK	2011			
fucking	1	4987950	387	UK	2011			
kids	2	4987950	901	UK	2011			
kid	2	5052284	571	UK	2002			
kids	2	5052284	370	UK	2002			
okay	1	4683078	649	UK	2012			
slipped	1	4683078	1312	UK	2012			
commentatin'	1	6010762	49	UK	2012			
killers	1	5052284	738	UK	2002			
yeah	1	4683078	1408	UK	2012			
yeah	1	6010762	2139	UK	2012			
fucking	2	6010762	2350	UK	2012			
fuckin'	2	6010762	1907	UK	2012			
nah	2	6010762	1958	UK	2012	"used when ""no"" is too formal, and ""nope"" is too casual."	https://www.urbandictionary.com/define.php?term=nah	no
fucking	1	6010762	1367	UK	2012			
prosecution	1	5052284	1401	UK	2002			
doin'	1	6010762	793	UK	2012			
fucking	3	4471635	629	UK	2010			
fucking	2	6010762	830	UK	2012			
ok	1	6010762	389	UK	2012			
pussyhole	2	6010762	1419	UK	2012	the vagina.	https://greensdictofslang.com/entry/bl252wa#xtbny2q	vagina
gonna	1	4471635	32	UK	2010			
bastard	1	4471635	1051	UK	2010			
arse	2	6010762	2243	UK	2012	the word for a persons rear end spoken by people who use correct english	https://www.urbandictionary.com/define.php?term=arse	ass
'cause	1	4471635	1050	UK	2010			
fucking	3	3121411	338	UK	2006			
fucking	2	4471635	939	UK	2010			
gonna	2	3121411	357	UK	2006			
oi	1	3121411	174	UK	2006			
gonna	1	3121411	403	UK	2006			
fucking	1	3121411	336	UK	2006			
mate	1	3121411	291	UK	2006			
fucking	1	3121411	170	UK	2006			
fucked	1	3121411	464	UK	2006			
chum	2	3121411	145	UK	2006	a close friend, a room-mate	https://greensdictofslang.com/entry/twh6jki	friend
fucking	3	6782316	986	UK	2009			
fucking	1	6782316	1007	UK	2009			
gonna	2	6782316	1474	UK	2009	the urban slang for 'going to'	https://www.urbandictionary.com/define.php?term=gonna	going to
guys	1	6782316	481	UK	2009			
give 'em	1	4136037	1062	UK	2010			
erm	1	4136037	471	UK	2010			
gonna	2	4136037	1021	UK	2010			
cos	2	4136037	1186	UK	2010			
kids	1	4136037	550	UK	2010			
gonna	2	5461631	396	UK	2003			
yeah	1	5461631	267	UK	2003			
dick	2	5461631	127	UK	2003	slang for a penis.	https://www.urbandictionary.com/define.php?term=dick	penis
stuff	1	4136037	678	UK	2010			
the other side	1	4527521	1033	UK	2012			
'cause	1	4527521	614	UK	2012			
cock	2	4527521	24	UK	2012	a chicken i think	https://www.urbandictionary.com/define.php?term=Cock	chicken
pimps	1	4527521	135	UK	2012			
tart	1	4527521	578	UK	2012			
bastards	1	4527521	14	UK	2012			
shit	1	4527521	160	UK	2012			
uh	1	4107485	716	UK	2010			
gonna	2	4107485	1219	UK	2010			
sonny	1	5742017	980	UK	2010			
slain	1	5742017	268	UK	2010			
gonna	2	4107485	1188	UK	2010			
honey	1	5742017	1009	UK	2010			
aye	2	4107485	940	UK	2010	a way of saying yes.	https://www.urbandictionary.com/define.php?term=aye	yes
fop	2	4107485	961	UK	2010	a 19th century-ish term for what is basically a metrosexual. a dandy, if you will. usually high-cultured, well-dressed, very social individual who enjoys fashion and parties and prissy things like that. perfect personal hygiene. not always gay, though often so. often cannot actually afford this expensive, high-class lifestyle but somehow tries to live it anyway.	https://www.urbandictionary.com/define.php?term=FOP	dandy
chav	2	6338678	48	UK	2008	a working-class youth, esp. if particularly brash, often wearing sportswear and/or designer labels; occas. with implication of petty criminality; oral use is attested in north-eastern england post. c.1990.	https://greensdictofslang.com/entry/vpadufa	working class youth
em	1	6338678	269	UK	2008			
arseholed	2	6338678	65	UK	2008	the anus.	https://greensdictofslang.com/entry/a4elkgi	anus
mole	1	6338678	761	UK	2008			
straight	1	3345059	682	UK	2008			
gonna	2	3345059	1623	UK	2008			
innit	2	3345059	1054	UK	2008			
fuck	1	3345059	1506	UK	2008			
jook	1	3345059	1418	UK	2008			
cos	1	3345059	208	UK	2008			
cos	1	3345059	1239	UK	2008			
chitchat	1	3345059	805	UK	2008			
man	1	3345059	757	UK	2008			
fuck off	1	3345059	320	UK	2008			
ain't	2	3345059	1248	UK	2008	slang contraction of is not, are not, am not, do not or does not.	https://www.urbandictionary.com/define.php?term=ain%27t	is not
dick	1	3468388	75	US	2007			
baby	1	3468388	539	US	2007			
want a gun	1	3468388	303	US	2007			
ass	3	5697912	897	US	2012			
beat the shit out	1	5536320	1515	US	2014			
yo	1	3468388	591	US	2007			
got into it	1	3468388	89	US	2007			
shit	1	5536320	1544	US	2014			
shit	2	3468388	424	US	2007	one of the most popular profanities	https://www.urbandictionary.com/define.php?term=shit	swear
fucking	2	3468388	830	US	2007			
bitch	1	5536320	186	US	2014			
fuck	2	3468388	283	US	2007			
motherfuckers	1	3468388	377	US	2007			
raped	1	3468388	252	US	2007			
guppy	1	5536320	589	US	2014			
a mountain of cocaine	1	5697912	434	US	2012			
wanna	1	3468388	797	US	2007			
lockup	1	5536320	323	US	2014			
nigga	2	3468388	276	US	2007	"a word that has caused racial controversey over the last few decades and up to current times. it came from the derogatory term for african amercans ""nigger"" yet it has a completely different definition than said term"	https://www.urbandictionary.com/define.php?term=nigga	controversey
statistic	2	5536320	1534	US	2014			
pig	3	3468388	524	US	2007			
ain't	1	5536320	1632	US	2014			
one second	1	5697912	147	US	2012			
that's what i'm talking about	1	3468388	507	US	2007			
safe place	1	3877824	619	US	2009			
walk free	1	5536320	827	US	2014			
motherfuckers	1	5536320	1414	US	2014			
guy	1	5536320	598	US	2014			
daddy	1	3877824	275	US	2009			
whore	1	3877824	746	US	2009			
where the fuck	1	3877824	692	US	2009			
guys	1	241730	826	US	2005			
what i needed	1	3877824	192	US	2009			
coming	1	241730	464	US	2005			
dang	1	3877824	186	US	2009			
fucking	1	5891414	805	US	2014			
head	1	5838045	275	US	2014			
mute	1	5891414	821	US	2014			
affairs	1	241730	490	US	2005			
going	1	241730	1161	US	2005			
wanna	1	241730	1350	US	2005			
blond	1	241730	1496	US	2005			
hook	2	5838045	563	US	2014			
out at sea	1	6249260	715	US	2014			
dude	2	5838045	67	US	2014			
idiot	2	5178727	304	US	2010			
what the hell	1	5838045	353	US	2014			
rain stick	1	5178727	242	US	2010			
wanna gonna	1	5838045	420	US	2014			
old guy	1	5178727	1386	US	2010			
duds	2	6249260	251	US	2014			
trying to pull	1	6249260	879	US	2014			
cop	1	6692456	1032	US	2016			
jumper	1	5178727	740	US	2010			
understandably	1	6249260	58	US	2014			
roofie	3	6692456	273	US	2016			
talk	1	6692456	44	US	2016			
thirsty	1	5166024	40	US	2013			
ma	1	5653079	1626	US	2012			
wreckage	1	6692456	1584	US	2016			
bucks	1	6692456	920	US	2016			
doodoo	1	5653079	233	US	2012			
y'all	1	5653079	726	US	2012			
making eyes	1	5166024	1303	US	2013			
touchy	1	5653079	975	US	2012			
hell	1	5166024	801	US	2013			
fucking	1	4728198	566	US	2001			
bones	1	5653079	1094	US	2012			
grease	1	5653079	1275	US	2012			
bad	1	6406429	1429	US	2001			
thinking	1	5450161	1970	US	2013			
fuck	1	5450161	256	US	2013			
screwed up	2	6406429	1507	US	2001			
baby	1	5450161	1178	US	2013			
sleep with	1	6406429	992	US	2001			
dinky	2	5340423	775	US	2013			
get the fuck out of here	1	5450161	127	US	2013			
fucking	1	5450161	907	US	2013			
man's life	1	5450161	1850	US	2013			
was the end of that	1	5340423	2317	US	2013			
all hot mustard	1	5340423	501	US	2013			
pulled out	1	6801883	256	US	2014			
total lightweight	2	5340423	950	US	2013			
jean	1	5340423	1239	US	2013			
crown	1	6377252	367	US	2009			
taste	1	5340423	461	US	2013			
fish them both out	1	6801883	475	US	2014			
drag	2	5340423	2319	US	2013			
fucker	1	6801883	164	US	2014			
medic	1	3562517	56	US	2009			
lame	2	3562517	958	US	2009	adjective used to describe someone who is boring, uncool, or just sucks in general.	https://www.urbandictionary.codefine.php?term=Lame	hobbling
kid	1	6377252	666	US	2009			
buddies	1	4953583	1182	US	2013			
run	1	4953583	134	US	2013			
top secret	1	4953583	249	US	2013			
on time	1	4953583	706	US	2013			
hold	1	3562517	562	US	2009			
shot at	1	4953583	814	US	2013			
shit	1	3546395	169	US	2009			
hole	1	3546395	1199	US	2009			
beats a leg	2	3372842	595	US	2000	"a typical english idiom used in the context of theatre or other performing arts to wish a performer ""good luck"		good luck
brings	1	3546395	556	US	2009			
stand	1	3372842	255	US	2000			
sweet pea	2	3546395	516	US	2009	term of endearment, meaning someone cute and sweet	https://www.urbandictionary.com/define.php?term=sweet%20pea	sweet
shot	1	3372842	171	US	2000			
skip	1	3372842	1368	US	2000			
go down	1	3546395	96	US	2009			
gonna	1	3546395	751	US	2009			
sob story	1	145382	574	US	2000			
fork	1	145382	622	US	2000			
screw	1	3372842	660	US	2000			
kid	1	4109374	1787	US	2010			
kill	2	145382	224	US	2000	to agree with someone or about something.	https://www.urbandictionary.com/define.php?term=Kill	agree
freak	1	3279503	406	US	2008			
superbugs	2	4109374	305	US	2010	a dangerous and stupid person that only seems to get stronger the more you hate them.	https://www.urbandictionary.com/define.php?term=superbugs	stupid
traffic	1	3279503	423	US	2008			
gonna	1	3279503	570	US	2008			
get off okay	1	3279503	837	US	2008			
wanna	2	135737	711	US	2000			
gonna	1	6185084	1188	US	2015			
stench	1	6185084	1091	US	2015			
what the hell	1	135737	1740	US	2000			
asshole	2	135737	576	US	2000	a contempt human who goes around doing cruel and intentional shit simply to piss other people off. these individuals get off on this and are obviously deeply insecure and have nothing better to do.. its all fun and games, until the asshole says the wrong thing to the wrong person.	https://www.urbandictionary.com/define.php?term=Asshole	shit
all right	1	4218973	945	US	2011			
sleep with	1	4218973	239	US	2011			
okay	1	6185084	1799	US	2015			
mightier than a sword	1	6185084	1358	US	2015			
chillir	2	4574956	719	US	2011	it denotes the person who is cool		cool
da	1	4574956	1115	US	2011			
make out	2	4218973	655	US	2011	passionate kissing for an extended period of time.	https://www.urbandictionary.com/define.php?term=Make%20Out	gropping
the hell	1	4218973	599	US	2011			
dog	2	4574956	24	US	2011	a furry potato	https://www.urbandictionary.com/define.php?term=Dog	stupid
drill	2	186160	1591	US	2004			
booze	1	4574956	882	US	2011			
like that	1	186160	439	US	2004			
motherfuckers	1	4574956	530	US	2011			
bitchin'	1	186160	1306	US	2004			
peppy pigtail	2	186160	314	US	2004			
we gots	1	4574956	72	US	2011			
state	1	186160	151	US	2004			
dukes	1	186160	1934	US	2004			
stank	1	4574956	135	US	2011			
jet	1	4574956	727	US	2011			
sucking	1	186160	1660	US	2004			
the memo	1	186160	492	US	2004			
mate	1	4938516	693	UK	2009			
thy	1	3807079	939	UK	2005			
wanna	2	4938516	760	UK	2009			
mate	2	4030209	182	UK	2003	a friend.	https://greensdictofslang.com/entry/ggq4dwq	friend
fellow	2	3807079	289	UK	2005	a person, male or female.	https://greensdictofslang.com/entry/7lxm5xy	person
fuckin	1	4030209	903	UK	2003			
gotta	2	4938516	56	UK	2009			
gonna	2	4938516	479	UK	2009			
er	1	4030209	759	UK	2003			
fucking	2	4629499	682	UK	2012			
fucking	3	4629499	1110	UK	2012			
porn	1	7039857	227	UK	2016			
fucking	1	4629499	1351	UK	2012			
fucking	3	4629499	695	UK	2012			
slaps	1	6910409	132	UK	2014			
grand	2	4629499	487	UK	2012	1000, usu. dollars or pounds	https://greensdictofslang.com/entry/s2luy6q	1000
tits	2	6910409	576	UK	2014	a breast, usu. a womans; usu. in pl.; thus titless adj.	https://greensdictofslang.com/entry/v5jsylq	breasts
mate	2	4629499	900	UK	2012	a friend	https://greensdictofslang.com/entry/ggq4dwq	friend
fucking	2	4629499	1313	UK	2012			
yeah	2	4629499	586	UK	2012	a spontaneous and vociferous articulation of exuberance shared in 'call and response' reciprocity during any appreciative interaction with a friend. occasional pitch inflection (lower or higher octave) used as a discretionary option to incite laughter.	https://www.urbandictionary.com/define.php?term=YEAH	okay
wanna	2	6910409	453	UK	2014			
bloody	1	7039857	754	UK	2016			
wanna	1	4629499	1157	UK	2012			
fucking	2	4629499	1330	UK	2012			
fucking	1	4629499	981	UK	2012			
gonna	2	4629499	1353	UK	2012			
lovin'	1	7039857	1725	UK	2016			
gonna	2	5151994	181	UK	2008			
wonky	1	5151994	26	UK	2008			
gonna	2	4398890	495	UK	2011			
'em	2	5151994	179	UK	2008	them, contracted version of		them
kids	1	5814259	950	UK	2014			
darling	1	5151994	408	UK	2008			
fuck	3	5151994	137	UK	2008	sex but in this context means 'don't mess with me'		mess
fucking	2	5151994	220	UK	2008			
yeah	1	5151994	440	UK	2008			
fucking	2	4398890	72	UK	2011			
fucking	1	4177060	491	UK	2009			
yeah	2	5681039	116	UK	2004	yes		yes
innit	2	4177060	453	UK	2009			
wanna	2	4398890	86	UK	2011			
wanna	1	6237485	203	UK	2014			
dick	1	5681039	956	UK	2004			
shit hole	2	4177060	591	UK	2009	a disgusting place	https://greensdictofslang.com/entry/wgacuay	worthless
frustrated	1	5681039	968	UK	2004			
um	1	6237485	292	UK	2014			
gonna	3	4204063	1850	UK	2009			
the dole	1	4204063	167	UK	2009			
guys	1	6237485	657	UK	2014			
fucking	2	4987950	916	UK	2011	the act of copulation; also attrib.	https://greensdictofslang.com/entry/lmhiq4i	copulation
semtex	1	6997754	110	UK	2012			
coming out	1	4204063	29	UK	2009			
sweetheart	1	4987950	240	UK	2011			
buddy	2	4987950	756	UK	2011	a friend, an acquaintance.	https://greensdictofslang.com/entry/2zqvs2q	friend
fucking	1	4987950	146	UK	2011			
fucking	3	4987950	645	UK	2011	the act of copulation; also attrib.	https://greensdictofslang.com/entry/lmhiq4i	copulation
man	1	4987950	349	UK	2011			
mate	1	4987950	235	UK	2011			
goddamn	1	5052284	898	UK	2002			
us	2	4683078	970	UK	2012			
yeah	1	4683078	1217	UK	2012			
galavanting	1	4864547	578	UK	2012			
eh	1	4864547	88	UK	2012			
scratch	1	5052284	575	UK	2002			
yoot	2	6010762	1929	UK	2012	an increased yeet. used when yeet does not have the extent of excitement needed for the situation. the origin of yoot comes from the modern word yeet, commonly used in basketball. yoot was made by the man kye heemskerk at the age of 17	https://www.urbandictionary.com/define.php?term=yoots	thing
gonna	2	4683078	818	UK	2012			
hoodie	1	6010762	2429	UK	2012			
fuck	1	6010762	869	UK	2012			
mug	1	6010762	1752	UK	2012			
ain't	1	5052284	907	UK	2002			
yeah	1	6010762	2453	UK	2012			
ain't	2	6010762	1813	UK	2012			
sis	1	4471635	88	UK	2010			
bum	1	6010762	1251	UK	2012			
gonna	2	4471635	27	UK	2010			
ain't	1	4471635	239	UK	2010			
cunt	2	4471635	716	UK	2010	vagina		man
fuck	1	3121411	251	UK	2006			
fucking	3	4471635	177	UK	2010			
scuse me	1	3121411	242	UK	2006			
fuck off	2	3121411	490	UK	2006	leave		go away
yeah	1	3121411	187	UK	2006			
fucking	1	3121411	255	UK	2006			
fuck'em	2	3121411	79	UK	2006	have sex with them		hurt them
fucking	3	3121411	154	UK	2006			
fuck's	2	4471635	535	UK	2010			
gonna	2	3121411	471	UK	2006	going to		going to
fucking	2	4471635	541	UK	2010			
fucking	1	4471635	237	UK	2010			
fuck	2	3121411	668	UK	2006			
ain't	1	3121411	589	UK	2006			
